epoch,neuron,correctness
271,18,0.0
281,18,0.0
291,18,0.0
301,18,0.0
311,18,0.0
321,18,0.0
331,18,0.0
341,18,0.0
351,18,0.0
361,18,0.0
371,18,0.0
381,18,0.0
391,18,0.0
401,18,0.0
411,18,0.0
421,18,0.0
431,18,0.0
441,18,0.0
451,18,0.0
461,18,0.0
471,18,0.0
481,18,0.0
491,18,0.0
501,18,0.0
511,18,0.0
521,18,0.0
531,18,0.0
541,18,0.0
551,18,0.0
561,18,0.0
571,18,0.0
581,18,0.0
591,18,0.0
601,18,0.5
611,18,0.5
621,18,0.5
631,18,0.5
641,18,0.5
651,18,0.5
661,18,0.5
671,18,0.5
681,18,0.5
691,18,0.75
701,18,0.75
711,18,0.75
721,18,0.75
731,18,0.75
741,18,0.75
751,18,0.75
761,18,0.75
771,18,0.75
781,18,0.75
791,18,0.75
801,18,0.75
811,18,0.75
821,18,0.75
831,18,0.75
841,18,0.75
851,18,0.75
861,18,0.75
871,18,0.75
881,18,0.75
891,18,0.75
901,18,0.75
911,18,0.75
921,18,0.75
931,18,0.75
941,18,0.75
951,18,0.75
961,18,0.75
971,18,1.0
981,18,1.0
991,18,1.0
1001,18,1.0
1,19,0.0
11,19,0.0
21,19,0.0
31,19,0.0
41,19,0.0
51,19,0.0
61,19,0.0
71,19,0.0
81,19,0.0
91,19,0.0
101,19,0.0
111,19,0.0
121,19,0.0
131,19,0.0
141,19,0.0
151,19,0.0
161,19,0.0
171,19,0.0
181,19,0.0
191,19,0.0
201,19,0.0
211,19,0.0
221,19,0.0
231,19,0.0
241,19,0.0
251,19,0.0
261,19,0.0
271,19,0.0
281,19,0.0
291,19,0.0
301,19,0.0
311,19,0.0
321,19,0.0
331,19,0.0
341,19,0.0
351,19,0.0
361,19,0.0
371,19,0.0
381,19,0.0
391,19,0.0
401,19,0.0
411,19,0.0
421,19,0.0
431,19,0.0
441,19,0.5
451,19,0.5
461,19,0.5
471,19,0.5
481,19,0.5
491,19,0.5
501,19,0.5
511,19,0.5
521,19,0.5
531,19,0.5
541,19,0.5
551,19,0.5
561,19,0.5
571,19,0.5
581,19,0.75
591,19,0.75
601,19,0.75
611,19,0.75
621,19,0.75
631,19,0.75
641,19,0.75
651,19,0.75
661,19,0.75
671,19,0.75
681,19,0.75
691,19,0.75
701,19,0.75
711,19,0.75
721,19,0.75
731,19,0.75
741,19,0.75
751,19,0.75
761,19,0.75
771,19,0.75
781,19,0.75
791,19,0.75
801,19,1.0
811,19,1.0
821,19,1.0
831,19,1.0
841,19,1.0
851,19,1.0
861,19,1.0
871,19,1.0
881,19,1.0
891,19,1.0
901,19,1.0
911,19,1.0
921,19,1.0
931,19,1.0
941,19,1.0
951,19,1.0
961,19,1.0
971,19,1.0
981,19,1.0
991,19,1.0
1001,19,1.0
1,20,0.0
11,20,0.0
21,20,0.0
31,20,0.0
41,20,0.0
51,20,0.0
61,20,0.0
71,20,0.0
81,20,0.0
91,20,0.0
101,20,0.0
111,20,0.0
121,20,0.0
131,20,0.0
141,20,0.0
151,20,0.0
161,20,0.0
171,20,0.0
181,20,0.0
191,20,0.0
201,20,0.0
211,20,0.0
221,20,0.0
231,20,0.0
241,20,0.0
251,20,0.0
261,20,0.0
271,20,0.0
281,20,0.0
291,20,0.0
301,20,0.0
311,20,0.0
321,20,0.0
331,20,0.0
341,20,0.0
351,20,0.0
361,20,0.0
371,20,0.0
381,20,0.0
391,20,0.0
401,20,0.5
411,20,0.5
421,20,0.5
431,20,0.5
441,20,0.5
451,20,0.5
461,20,0.5
471,20,0.5
481,20,0.5
491,20,0.75
501,20,0.75
511,20,0.75
521,20,0.75
531,20,0.75
541,20,0.75
551,20,0.75
561,20,0.75
571,20,0.75
581,20,0.75
591,20,0.75
601,20,0.75
611,20,0.75
621,20,0.75
631,20,0.75
641,20,0.75
651,20,0.75
661,20,0.75
671,20,0.75
681,20,0.75
691,20,0.75
701,20,0.75
711,20,0.75
721,20,0.75
731,20,0.75
741,20,1.0
751,20,1.0
761,20,1.0
771,20,1.0
781,20,1.0
791,20,1.0
801,20,1.0
811,20,1.0
821,20,1.0
831,20,1.0
841,20,1.0
851,20,1.0
861,20,1.0
871,20,1.0
881,20,1.0
891,20,1.0
901,20,1.0
911,20,1.0
921,20,1.0
931,20,1.0
941,20,1.0
951,20,1.0
961,20,1.0
971,20,1.0
981,20,1.0
991,20,1.0
1001,20,1.0
